S1,DateTime,N1,AC,PS,TI,U,LN,R2
CD,2020-07-09 11:20:00,Y,2804,C_065,14-6-EP,N/L,Bob,
CD,2020-07-09 11:20:00,N,2803,C_065,14-6-EP,N/L,Bob,
CD,2020-07-09 11:20:00,N,2802,C_065,14-6-EP,N/L,Bob,
CD,2020-07-09 11:20:00,Y,2817,C_065,14-6-EP,N/L,Bob,
CD,2020-07-09 11:45:00,N,1996,C_062,14-3-EP,C,Eddie,
CD,2020-07-09 11:45:00,Y,2810,C_062,14-3-EP,N/L,Bob,
CD,2020-07-09 11:45:00,N,1930,C_062,14-3-EP,M/L,Bob,
W,2020-07-09 11:45:00,N,1064,C_062,14-3-EP,U/C,Eddie,
CD,2020-07-09 11:45:00,N,1040,C_062,14-3-EP,M/L,Bob,
CD,2020-07-09 11:45:00,Y,2811,C_062,14-3-EP,N/L,Bob,
CD,2020-07-09 11:45:00,Y,2818,C_062,14-3-EP,N/L,Bob,
CD,2020-07-09 11:45:00,Y,2817,C_062,14-3-EP,N/L,Bob,
CD,2020-07-09 12:30:00,N,1996,C_031,15-85-SR,C,Eddie,
W,2020-07-09 12:30:00,N,1064,C_031,15-85-SR,U/C,Eddie,
CD,2020-07-09 12:40:00,N,1040,C_033,15-137-SR,M/L,Bob,
CD,2020-07-09 12:40:00,N,1930,C_033,15-137-SR,M/L,Bob,
CD,2020-07-09 12:40:00,N,1996,C_033,15-137-SR,C,Eddie,
W,2020-07-09 12:40:00,N,1064,C_033,15-137-SR,U/C,Eddie,
CD,2020-07-09 12:56:00,N,1996,C_012,15-87-SR,C,Eddie,
W,2020-07-09 12:56:00,N,1064,C_012,15-87-SR,U/C,Eddie,
W,2020-07-10 11:16:00,N,1064,C_033,15-137-SR,U/C,Eddie,
W,2020-07-10 11:16:00,N,1930,C_033,15-137-SR,M/L,Bob,
CD,2020-07-10 11:16:00,N,1996,C_033,15-137-SR,C,Eddie,
CD,2020-07-10 11:34:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2020-07-10 11:34:00,N,1064,C_049,15-53-SR,U/C,Eddie,
W,2020-07-10 11:40:00,N,1064,C_050,15-54-SR,U/C,Eddie,
W,2020-07-10 11:40:00,N,1040,C_050,15-54-SR,M/L,Bob,
W,2020-07-10 11:40:00,N,1930,C_050,15-54-SR,M/L,Bob,
CD,2020-07-10 11:40:00,N,1996,C_050,15-54-SR,C,Eddie,
CD,2020-07-10 11:53:00,Y,2817,C_061,23-5-EP,N/L,Bob,
W,2020-07-10 11:53:00,N,1040,C_061,23-5-EP,M/L,Bob,
W,2020-07-10 11:53:00,N,1064,C_061,23-5-EP,U/C,Eddie,
W,2020-07-10 11:53:00,N,1930,C_061,23-5-EP,M/L,Bob,
W,2020-07-10 11:53:00,N,100,C_061,23-5-EP,N,Eddie,
CD,2020-07-10 11:53:00,Y,2811,C_061,23-5-EP,N/L,Bob,
W,2020-07-10 11:53:00,N,C253,C_061,23-5-EP, ,Eddie,
CD,2020-07-10 11:53:00,Y,2818,C_061,23-5-EP,N/L,Bob,
CD,2020-07-10 11:53:00,Y,2810,C_061,23-5-EP,N/L,Bob,
W,2020-07-10 12:29:00,N,1930,C_062,14-3-EP,M/L,Bob,
CD,2020-07-10 12:29:00,N,1996,C_062,14-3-EP,C,Eddie,
W,2020-07-10 12:29:00,N,1064,C_062,14-3-EP,U/C,Eddie,
W,2020-07-10 12:29:00,N,1040,C_062,14-3-EP,M/L,Bob,
W,2020-07-10 12:39:00,N,1930,C_052,15-139-SR,M/L,Bob,
CD,2020-07-10 12:39:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2020-07-10 12:39:00,N,1064,C_052,15-139-SR,U/C,Eddie,
W,2020-07-10 12:43:00,N,100,C_065,14-6-EP,N,Eddie,
W,2020-07-10 12:43:00,N,C253,C_065,14-6-EP, ,Eddie,
W,2020-07-10 12:43:00,N,1064,C_065,14-6-EP,U/C,Eddie,
W,2020-07-10 12:59:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2020-07-10 12:59:00,N,1930,C_053,15-88-SR,M/L,Bob,
CD,2020-07-10 12:59:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-07-10 13:43:00,N,1930,C_049,15-53-SR,M/L,Bob,
CD,2020-07-10 13:43:00,Y,2818,C_064,14-4-EP,N/L,Bob,
CD,2020-07-10 13:43:00,Y,2811,C_064,14-4-EP,N/L,Bob,
CD,2020-07-10 13:43:00,Y,2817,C_064,14-4-EP,N/L,Bob,
W,2020-07-10 13:43:00,N,1930,C_064,14-4-EP,M/L,Bob,
CD,2020-07-10 13:43:00,Y,2810,C_064,14-4-EP,N/L,Bob,
W,2020-07-10 13:43:00,N,1040,C_049,15-53-SR,M/L,Bob,
W,2020-07-10 13:43:00,N,1040,C_064,14-4-EP,M/L,Bob,
CD,2020-07-10 13:46:00,N,1996,C_064,14-4-EP,C,Eddie,
W,2020-07-10 13:46:00,N,1064,C_064,14-4-EP,U/C,Eddie,
W,2020-07-13 08:59:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2020-07-13 08:59:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-07-13 09:29:00,N,1064,C_052,15-139-SR,U/C,Eddie,
CD,2020-07-13 09:29:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2020-07-13 09:56:00,N,1930,C_062,14-3-EP,M/L,Bob,
CD,2020-07-13 09:56:00,N,1996,C_062,14-3-EP,C,Eddie,
W,2020-07-13 09:56:00,N,1064,C_062,14-3-EP,U/C,Eddie,
W,2020-07-13 09:56:00,N,1040,C_062,14-3-EP,M/L,Bob,
W,2020-07-13 10:50:00,N,1930,C_033,15-137-SR,M/L,Bob,
CD,2020-07-13 10:50:00,N,1996,C_033,15-137-SR,C,Eddie,
W,2020-07-13 10:50:00,N,1064,C_033,15-137-SR,U/C,Eddie,
W,2020-07-13 11:08:00,N,1064,C_049,15-53-SR,U/C,Eddie,
CD,2020-07-13 11:08:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2020-07-13 11:23:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2020-07-13 11:23:00,N,1996,C_050,15-54-SR,C,Eddie,
W,2020-07-13 11:35:00,N,100,C_061,23-5-EP,N,Eddie,
W,2020-07-13 11:35:00,N,1064,C_061,23-5-EP,U/C,Eddie,
W,2020-07-13 11:35:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2020-07-13 12:33:00,N,1064,C_064,14-4-EP,U/C,Eddie,
CD,2020-07-13 12:33:00,N,1996,C_064,14-4-EP,C,Eddie,
W,2020-07-13 12:33:00,N,1040,C_064,14-4-EP,M/L,Bob,
W,2020-07-13 12:33:00,N,1930,C_064,14-4-EP,M/L,Bob,
W,2020-07-15 09:02:00,N,1064,C_012,15-87-SR,U/C,Eddie,
CD,2020-07-15 09:02:00,N,1996,C_012,15-87-SR,C,Eddie,
W,2020-07-15 09:20:00,N,1064,C_031,15-85-SR,U/C,Eddie,
CD,2020-07-15 09:20:00,N,1996,C_031,15-85-SR,C,Eddie,
CD,2020-07-15 10:04:00,N,2920,C_053,15-88-SR,M/L,Eddie,
CD,2020-07-15 10:04:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-07-15 10:04:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2020-07-15 10:04:00,N,2920,C_053,15-88-SR,M/L,Eddie,
CD,2020-07-15 10:30:00,N,2920,C_052,15-139-SR,M/L,Eddie,
CD,2020-07-15 10:30:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2020-07-15 10:30:00,N,1064,C_052,15-139-SR,U/C,Eddie,
W,2020-07-15 10:30:00,N,2920,C_052,15-139-SR,M/L,Eddie,
W,2020-07-15 11:10:00,N,1064,C_040,3-3-EP,U/C,Eddie,
CD,2020-07-15 11:10:00,N,1996,C_040,3-3-EP,C,Eddie,
W,2020-07-15 11:42:00,N,1064,C_037,15-84-SR,U/C,Eddie,
CD,2020-07-15 11:42:00,N,1996,C_037,15-84-SR,C,Eddie,
W,2020-07-15 12:14:00,N,1064,C_022,15-81-SR,U/C,Eddie,
CD,2020-07-15 12:14:00,N,1996,C_022,15-81-SR,C,Eddie,
W,2020-07-15 13:04:00,N,1064,C_049,15-53-SR,U/C,Eddie,
CD,2020-07-15 13:04:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2020-07-15 13:14:00,N,1064,C_050,15-54-SR,U/C,Eddie,
CD,2020-07-15 13:14:00,N,1996,C_050,15-54-SR,C,Eddie,
W,2020-07-15 13:22:00,N,1064,C_004,15-80-SR,U/C,Eddie,
CD,2020-07-15 13:22:00,N,1996,C_004,15-80-SR,C,Eddie,
W,2020-07-16 08:32:00,N,1930,C_049,15-53-SR,M/L,Bob,
CD,2020-07-16 08:32:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2020-07-16 08:32:00,N,1064,C_049,15-53-SR,U/C,Eddie,
W,2020-07-16 08:32:00,N,1040,C_049,15-53-SR,M/L,Bob,
W,2020-07-16 08:38:00,N,1040,C_050,15-54-SR,M/L,Bob,
W,2020-07-16 08:38:00,N,1064,C_050,15-54-SR,U/C,Eddie,
W,2020-07-16 08:38:00,N,1930,C_050,15-54-SR,M/L,Bob,
CD,2020-07-16 08:38:00,N,1996,C_050,15-54-SR,C,Eddie,
W,2020-07-16 08:48:00,N,1040,C_033,15-137-SR,M/L,Bob,
CD,2020-07-16 08:48:00,N,1996,C_033,15-137-SR,C,Eddie,
W,2020-07-16 08:48:00,N,1930,C_033,15-137-SR,M/L,Bob,
W,2020-07-16 08:48:00,N,1064,C_033,15-137-SR,U/C,Eddie,
CD,2020-07-16 08:58:00,Y,2817,C_061,23-5-EP,N/L,Bob,
CD,2020-07-16 08:58:00,Y,2818,C_061,23-5-EP,N/L,Bob,
W,2020-07-16 08:58:00,N,100,C_061,23-5-EP,N,Eddie,
W,2020-07-16 08:58:00,N,1930,C_061,23-5-EP,M/L,Bob,
W,2020-07-16 08:58:00,N,1064,C_061,23-5-EP,U/C,Eddie,
CD,2020-07-16 08:58:00,Y,2811,C_061,23-5-EP,N/L,Bob,
W,2020-07-16 08:58:00,N,1040,C_061,23-5-EP,M/L,Bob,
CD,2020-07-16 08:58:00,Y,2810,C_061,23-5-EP,N/L,Bob,
W,2020-07-16 08:58:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2020-07-16 09:30:00,N,1004,C_003,4-23-SR,U/L,Bob,
W,2020-07-16 09:30:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2020-07-16 09:30:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2020-07-16 09:30:00,N,2920,C_003,4-23-SR,M/L,Eddie,
W,2020-07-16 09:30:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
CD,2020-07-16 09:30:00,N,1996,C_003,4-23-SR,C,Eddie,
CD,2020-07-16 09:30:00,N,2920,C_003,4-23-SR,M/L,Eddie,
CD,2020-07-16 09:31:00,Y,2811,C_062,14-3-EP,N/L,Bob,
W,2020-07-16 09:31:00,N,1040,C_062,14-3-EP,M/L,Bob,
CD,2020-07-16 09:31:00,Y,2810,C_062,14-3-EP,N/L,Bob,
W,2020-07-16 09:31:00,N,1930,C_062,14-3-EP,M/L,Bob,
CD,2020-07-16 09:31:00,N,1996,C_062,14-3-EP,C,Eddie,
CD,2020-07-16 09:31:00,Y,2818,C_062,14-3-EP,N/L,Bob,
W,2020-07-16 09:31:00,N,1064,C_062,14-3-EP,U/C,Eddie,
CD,2020-07-16 09:31:00,Y,2817,C_062,14-3-EP,N/L,Bob,
CD,2020-07-16 09:40:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-07-16 09:40:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2020-07-16 09:40:00,N,1930,C_053,15-88-SR,M/L,Bob,
CD,2020-07-16 09:59:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2020-07-16 09:59:00,N,1930,C_052,15-139-SR,M/L,Bob,
W,2020-07-16 09:59:00,N,1064,C_052,15-139-SR,U/C,Eddie,
W,2020-07-16 10:03:00,N,100,C_065,14-6-EP,N,Eddie,
W,2020-07-16 10:03:00,N,C253,C_065,14-6-EP, ,Eddie,
W,2020-07-16 10:03:00,N,1064,C_065,14-6-EP,U/C,Eddie,
W,2020-07-16 10:03:00,N,1040,C_065,14-6-EP,M/L,Bob,
W,2020-07-16 10:03:00,N,1930,C_065,14-6-EP,M/L,Bob,
CD,2020-07-16 10:14:00,N,1996,C_007,15-82-SR,C,Eddie,
W,2020-07-16 10:14:00,N,1064,C_007,15-82-SR,U/C,Eddie,
CD,2020-07-16 10:16:00,N,2803,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,N,2805,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,N,2801,C_065,14-6-EP,N/L,Bob,
W,2020-07-16 10:16:00,N,C253,C_065,14-6-EP, ,Eddie,
CD,2020-07-16 10:16:00,N,2806,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2802,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2811,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2812,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,N,2809,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2813,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2810,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2814,C_065,14-6-EP,N/L,Bob,
W,2020-07-16 10:16:00,N,1064,C_065,14-6-EP,U/C,Eddie,
W,2020-07-16 10:16:00,N,100,C_065,14-6-EP,N,Eddie,
CD,2020-07-16 10:16:00,Y,2816,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2807,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2804,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2815,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2818,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2808,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:16:00,Y,2817,C_065,14-6-EP,N/L,Bob,
CD,2020-07-16 10:33:00,Y,2818,C_064,14-4-EP,N/L,Bob,
CD,2020-07-16 10:33:00,N,1996,C_064,14-4-EP,C,Eddie,
CD,2020-07-16 10:33:00,Y,2811,C_064,14-4-EP,N/L,Bob,
CD,2020-07-16 10:33:00,Y,2810,C_064,14-4-EP,N/L,Bob,
W,2020-07-16 10:33:00,N,1930,C_064,14-4-EP,M/L,Bob,
W,2020-07-16 10:33:00,N,1040,C_064,14-4-EP,M/L,Bob,
W,2020-07-16 10:33:00,N,1064,C_064,14-4-EP,U/C,Eddie,
CD,2020-07-16 10:33:00,Y,2817,C_064,14-4-EP,N/L,Bob,
CD,2020-07-16 10:37:00,N,1996,C_042,14-1-EP,C,Eddie,
W,2020-07-16 10:37:00,N,1064,C_042,14-1-EP,U/C,Eddie,
W,2020-07-16 12:45:00,Y,2057,C_042,14-1-EP,U/L,Eaton,ND
W,2020-07-16 12:45:00,N,1032,C_042,14-1-EP,U/L,Eaton,
W,2020-07-22 14:16:00,N,1004,C_003,4-23-SR,U/L,Bob,
W,2020-07-22 14:16:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2020-07-22 14:16:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
CD,2020-07-22 14:16:00,N,2920,C_003,4-23-SR,M/L,Eddie,
W,2020-07-22 14:16:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2020-07-22 14:16:00,N,2920,C_003,4-23-SR,M/L,Eddie,
CD,2020-07-22 14:16:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2020-07-23 10:08:00,N,1930,C_052,15-139-SR,M/L,Bob,
CD,2020-07-23 10:08:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2020-07-23 10:08:00,N,1064,C_052,15-139-SR,U/C,Eddie,
CD,2020-07-23 10:35:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-07-23 10:35:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2020-07-23 10:35:00,N,1930,C_053,15-88-SR,M/L,Bob,
CD,2020-07-23 10:35:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-07-23 10:35:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-07-23 11:07:00,N,1064,C_033,15-137-SR,U/C,Eddie,
CD,2020-07-23 11:07:00,N,1996,C_033,15-137-SR,C,Eddie,
W,2020-07-23 11:07:00,N,1930,C_033,15-137-SR,M/L,Bob,
CD,2020-07-23 11:22:00,N,1996,C_049,15-53-SR,C,Eddie,
W,2020-07-23 11:22:00,N,1930,C_049,15-53-SR,M/L,Bob,
W,2020-07-23 11:22:00,N,2920,C_049,15-53-SR,M/L,Eaton,
W,2020-07-23 11:22:00,N,1064,C_049,15-53-SR,U/C,Eddie,
W,2020-07-23 11:22:00,N,1040,C_049,15-53-SR,M/L,Bob,
W,2020-07-23 11:22:00,N,1004,C_049,15-53-SR,U/L,Eaton,
W,2020-07-23 11:37:00,N,1064,C_050,15-54-SR,U/C,Eddie,
W,2020-07-23 11:37:00,N,2920,C_050,15-54-SR,M/L,Eaton,
W,2020-07-23 11:37:00,N,1040,C_050,15-54-SR,M/L,Bob,
CD,2020-07-23 11:37:00,N,1996,C_050,15-54-SR,C,Eddie,
W,2020-07-23 11:37:00,N,1930,C_050,15-54-SR,M/L,Bob,
W,2020-07-23 11:37:00,N,1004,C_050,15-54-SR,U/L,Eaton,
W,2020-07-23 11:53:00,N,C253,C_061,23-5-EP, ,Eddie,
W,2020-07-23 11:53:00,N,100,C_061,23-5-EP,N,Eddie,
W,2020-07-23 11:53:00,N,1930,C_061,23-5-EP,M/L,Bob,
W,2020-07-23 11:53:00,N,1064,C_061,23-5-EP,U/C,Eddie,
CD,2020-07-23 12:57:00,N,1996,C_062,14-3-EP,C,Eddie,
W,2020-07-23 12:57:00,N,1040,C_062,14-3-EP,M/L,Bob,
W,2020-07-23 12:57:00,N,1930,C_062,14-3-EP,M/L,Bob,
W,2020-07-23 12:57:00,N,1064,C_062,14-3-EP,U/C,Eddie,
W,2020-07-23 13:28:00,N,1064,C_065,14-6-EP,U/C,Eddie,
W,2020-07-23 13:28:00,N,1930,C_065,14-6-EP,M/L,Bob,
W,2020-07-23 13:28:00,N,100,C_065,14-6-EP,N,Eddie,
W,2020-07-23 13:28:00,N,C253,C_065,14-6-EP, ,Eddie,
W,2020-07-23 13:49:00,N,C253,C_065,14-6-EP, ,Eddie,
W,2020-07-23 13:49:00,N,1064,C_065,14-6-EP,U/C,Eddie,
W,2020-07-23 13:49:00,N,100,C_065,14-6-EP,N,Eddie,
W,2020-07-23 14:10:00,N,1064,C_064,14-4-EP,U/C,Eddie,
CD,2020-07-23 14:10:00,N,1996,C_064,14-4-EP,C,Eddie,
W,2020-07-23 14:10:00,N,1930,C_064,14-4-EP,M/L,Bob,
W,2020-07-23 14:10:00,N,1040,C_064,14-4-EP,M/L,Bob,
W,2020-07-29 09:50:00,N,2920,C_003,4-23-SR,M/L,Eddie,
W,2020-07-29 09:50:00,N,1064,C_003,4-23-SR,U/C,Eddie,
CD,2020-07-29 09:50:00,N,1996,C_003,4-23-SR,C,Eddie,
CD,2020-07-29 09:50:00,N,2920,C_003,4-23-SR,M/L,Eddie,
CD,2020-07-29 10:40:00,N,2920,C_053,15-88-SR,M/L,Eddie,
CD,2020-07-29 10:40:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-07-29 10:40:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-07-29 10:40:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2020-07-31 09:35:00,N,2920,C_048,15-35-SR,M/L,Eddie,
W,2020-07-31 09:35:00,N,2920,C_048,15-35-SR,M/L,Eddie,
W,2020-07-31 09:35:00,N,1064,C_048,15-35-SR,U/C,Eddie,
W,2020-07-31 09:35:00,N,1005,C_048,15-35-SR,U/L,Bob,
CD,2020-07-31 09:35:00,N,1996,C_048,15-35-SR,C,Eddie,
CD,2020-08-03 08:59:00,N,1996,C_043,15-8-SR,C,Eddie,
W,2020-08-03 08:59:00,N,1064,C_043,15-8-SR,U/C,Eddie,
W,2020-08-03 08:59:00,N,2920,C_043,15-8-SR,M/L,Eddie,
CD,2020-08-03 08:59:00,N,2920,C_043,15-8-SR,M/L,Eddie,
W,2020-08-03 10:05:00,N,2920,C_033,15-137-SR,M/L,Eddie,
CD,2020-08-03 10:05:00,N,2920,C_033,15-137-SR,M/L,Eddie,
CD,2020-08-03 10:05:00,N,1996,C_033,15-137-SR,C,Eddie,
W,2020-08-03 10:05:00,N,1064,C_033,15-137-SR,U/C,Eddie,
W,2020-08-04 08:40:00,N,1064,C_031,15-85-SR,U/C,Eddie,
CD,2020-08-04 08:40:00,Y,2920,C_031,15-85-SR,M/L,Eddie,
W,2020-08-04 08:40:00,N,2920,C_031,15-85-SR,M/L,Eddie,
CD,2020-08-04 08:40:00,N,1996,C_031,15-85-SR,C,Eddie,
W,2020-08-04 09:14:00,N,1064,C_012,15-87-SR,U/C,Eddie,
CD,2020-08-04 09:14:00,N,1996,C_012,15-87-SR,C,Eddie,
CD,2020-08-04 09:26:00,N,2920,C_041,14-2-EP,M/L,Eddie,
W,2020-08-04 09:26:00,N,1064,C_041,14-2-EP,U/C,Eddie,
CD,2020-08-04 09:26:00,N,1996,C_041,14-2-EP,C,Eddie,
W,2020-08-04 09:26:00,N,2920,C_041,14-2-EP,M/L,Eddie,
W,2020-08-04 10:09:00,N,2920,C_048,15-35-SR,M/L,Eddie,
W,2020-08-04 10:09:00,N,1064,C_048,15-35-SR,U/C,Eddie,
CD,2020-08-04 10:09:00,N,1996,C_048,15-35-SR,C,Eddie,
CD,2020-08-04 10:09:00,N,2920,C_048,15-35-SR,M/L,Eddie,
CD,2020-08-05 09:11:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-08-05 09:11:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-08-05 09:11:00,N,1004,C_053,15-88-SR,U/L,Bob,
CD,2020-08-05 09:11:00,N,1004,C_053,15-88-SR,M/L,Bob,
W,2020-08-05 09:11:00,N,1064,C_053,15-88-SR,U/C,Eddie,
CD,2020-08-05 09:11:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-08-05 09:28:00,N,1064,C_044,3-4-SR,U/C,Eddie,
CD,2020-08-05 09:28:00,Y,100,C_044,3-4-SR,N,Eddie,
W,2020-08-05 09:28:00,N,100,C_044,3-4-SR,N,Eddie,
CD,2020-08-05 09:28:00,N,1996,C_044,3-4-SR,C,Eddie,
CD,2020-08-05 09:34:00,N,1996,C_045,3-2-IT,C,Eddie,
W,2020-08-05 09:34:00,N,1064,C_045,3-2-IT,U/C,Eddie,
CD,2020-08-05 09:40:00,N,1996,C_040,3-3-EP,C,Eddie,
W,2020-08-05 09:40:00,N,1064,C_040,3-3-EP,U/C,Eddie,
W,2020-08-05 09:55:00,N,2920,C_052,15-139-SR,M/L,Eddie,
W,2020-08-05 09:55:00,N,1064,C_052,15-139-SR,U/C,Eddie,
CD,2020-08-05 09:55:00,N,1996,C_052,15-139-SR,C,Eddie,
CD,2020-08-05 09:55:00,N,2920,C_052,15-139-SR,M/L,Eddie,
CD,2020-08-05 09:55:00,N,1004,C_052,15-139-SR,M/L,Bob,
W,2020-08-05 09:55:00,N,1004,C_052,15-139-SR,U/L,Bob,
W,2020-08-05 10:05:00,N,1064,C_007,15-82-SR,U/C,Eddie,
CD,2020-08-05 10:05:00,N,1996,C_007,15-82-SR,C,Eddie,
CD,2020-08-05 10:05:00,N,2920,C_007,15-82-SR,M/L,Eddie,
W,2020-08-05 10:05:00,N,2920,C_007,15-82-SR,M/L,Eddie,
W,2020-08-05 10:13:00,N,2920,C_042,14-1-EP,M/L,Eddie,
CD,2020-08-05 10:13:00,N,1996,C_042,14-1-EP,C,Eddie,
CD,2020-08-05 10:13:00,N,2920,C_042,14-1-EP,M/L,Eddie,
W,2020-08-05 10:13:00,N,1064,C_042,14-1-EP,U/C,Eddie,
W,2020-08-05 10:29:00,N,1064,C_004,15-80-SR,U/C,Eddie,
W,2020-08-05 10:29:00,N,2920,C_004,15-80-SR,M/L,Eddie,
CD,2020-08-05 10:29:00,N,1996,C_004,15-80-SR,C,Eddie,
CD,2020-08-05 10:29:00,N,2920,C_004,15-80-SR,M/L,Eddie,
W,2020-08-05 10:48:00,N,1064,C_022,15-81-SR,U/C,Eddie,
CD,2020-08-05 10:48:00,N,1996,C_022,15-81-SR,C,Eddie,
CD,2020-08-05 11:10:00,N,1996,C_037,15-84-SR,C,Eddie,
CD,2020-08-05 11:10:00,N,2920,C_037,15-84-SR,M/L,Eddie,
W,2020-08-05 11:10:00,N,2920,C_037,15-84-SR,M/L,Eddie,
W,2020-08-05 11:10:00,N,1064,C_037,15-84-SR,U/C,Eddie,
CD,2020-08-12 08:26:00,N,1996,C_053,15-88-SR,C,Eddie,
CD,2020-08-12 08:26:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-08-12 08:26:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2020-08-12 08:26:00,N,2920,C_053,15-88-SR,M/L,Eddie,
W,2020-08-12 08:57:00,N,2920,C_052,15-139-SR,M/L,Eddie,
CD,2020-08-12 08:57:00,N,1996,C_052,15-139-SR,C,Eddie,
CD,2020-08-12 08:57:00,N,2920,C_052,15-139-SR,M/L,Eddie,
W,2020-08-12 08:57:00,N,1064,C_052,15-139-SR,U/C,Eddie,
W,2020-08-12 10:23:00,N,2920,C_003,4-23-SR,M/L,Eddie,
CD,2020-08-12 10:23:00,N,2920,C_003,4-23-SR,M/L,Eddie,
CD,2020-08-12 10:23:00,N,1996,C_003,4-23-SR,C,Eddie,
W,2020-08-12 10:23:00,Y,1028,C_003,4-23-SR,U/L,Bob,ND
W,2020-08-12 10:23:00,Y,1032,C_003,4-23-SR,U/L,Bob,ND
W,2020-08-12 10:23:00,N,1064,C_003,4-23-SR,U/C,Eddie,
W,2020-08-12 10:23:00,N,1004,C_003,4-23-SR,U/L,Bob,
CD,2020-08-13 10:10:00,N,1996,C_053,15-88-SR,C,Eddie,
W,2020-08-13 10:10:00,N,1930,C_053,15-88-SR,M/L,Bob,
W,2020-08-13 10:10:00,N,1064,C_053,15-88-SR,U/C,Eddie,
W,2020-08-13 10:34:00,N,1930,C_052,15-139-SR,M/L,Bob,
CD,2020-08-13 10:34:00,N,1996,C_052,15-139-SR,C,Eddie,
W,2020-08-13 10:34:00,N,1064,C_052,15-139-SR,U/C,Eddie,
W,2020-08-13 10:44:00,N,100,C_065,14-6-EP,N,Eddie,
W,2020-08-13 10:44:00,N,1930,C_065,14-6-EP,M/L,Bob,
W,2020-08-13 10:44:00,N,C253,C_065,14-6-EP, ,Eddie,
W,2020-08-13 10:44:00,N,1064,C_065,14-6-EP,U/C,Eddie,
CD,2020-08-13 10:58:00,N,1996,C_064,14-4-EP,C,Eddie,
W,2020-08-13 10:58:00,N,1040,C_064,14-4-EP,M/L,Bob,
W,2020-08-13 10:58:00,N,1930,C_064,14-4-EP,M/L,Bob,
W,2020-08-13 10:58:00,N,1064,C_064,14-4-EP,U/C,Eddie,
W,2020-08-13 11:22:00,N,1930,C_062,14-3-EP,M/L,Bob,
CD,2020-08-13 11:22:00,N,1996,C_062,14-3-EP,C,Eddie,
W,2020-08-13 11:22:00,N,1064,C_062,14-3-EP,U/C,Eddie,
